CRN,Course Subject,Course Number,Course Title,Course Section,Average Grade
31957,CI,466,Lang Literacy in EC Educ II,A,N/A
31959,CI,467,Princ Tchg Lit to Child Youth,C1,3.94
31960,CI,467,Princ Tchg Lit to Child Youth,C2,3.51
31963,CI,467,Princ Tchg Lit to Child Youth,C3,3.83
63337,CI,467,Princ Tchg Lit to Child Youth,C4,3.86
49876,CI,471,Princ Prac Foster Indep Rdg,A,N/A
56814,CI,473,Literacy in Content Areas,EST,3.92
56816,CI,473,Literacy in Content Areas,MS,3.93
63338,CI,475,Teach Elem Rdg & Lang Arts I,C1,3.36
63339,CI,475,Teach Elem Rdg & Lang Arts I,C2,3.93
63340,CI,475,Teach Elem Rdg & Lang Arts I,C3,3.67
63341,CI,475,Teach Elem Rdg & Lang Arts I,C4,3.17
31969,CI,475,Teach Elem Rdg & Lang Arts I,SE,N/A
31971,CI,476,Teach Elem Rdg & Lang Arts II,C1,3.94
31973,CI,476,Teach Elem Rdg & Lang Arts II,C2,3.86
31974,CI,476,Teach Elem Rdg & Lang Arts II,C3,N/A
31979,CI,476,Teach Elem Rdg & Lang Arts II,C4,N/A
53472,CI,477,Biling ESL Methods & Material,A,N/A
63342,CI,477,Biling ESL Methods & Material,B,N/A
63962,CI,477,Biling ESL Methods & Material,BE1,N/A
63720,CI,477,Biling ESL Methods & Material,G,N/A
61551,CI,477,Biling ESL Methods & Material,ONL,N/A
63210,CI,482,Social Learning and Multimedia,A,N/A
39496,CI,499,"Attention, Learning & Tech",ALT,N/A
52328,CI,499,Argentina Study Abroad,ARG,N/A
51961,CI,499,Intergroup Dialogue,IGD,N/A
54937,CI,499,Verona Study Aboard,VER,N/A
31988,CI,507,Learning and the Body,BOD,N/A
44463,CI,507,Curriculum Policy,CP,N/A
52329,CI,507,Intro Educational Data Mining,EDM,N/A
31987,CI,507,Exploring Educational Terrain,EET,N/A
63211,CI,508,Urban Schs & Schooling,A,N/A
47583,CI,509,Qualitative Research Methods,QRM,N/A
50046,CI,517,Bilingual and ESL Assessment,A,N/A
63963,CI,517,Bilingual and ESL Assessment,BE1,N/A
60668,CI,517,Bilingual and ESL Assessment,ONC,N/A
57262,CI,534,Teaching and Learning Geometry,A,N/A
57264,CI,544,Ed Reforms & Inquiry,BH,N/A
57791,CI,544,Ed Reforms & Inquiry,ONL,N/A
32001,CI,550,Methods of Educational Inquiry,A,N/A
32011,CI,576,Assessment-Based Reading Instr,A,N/A
54375,CI,590,Border Theories,BT,N/A
48824,CI,590,Culturally Responsive Eval Sem,CRE,N/A
52340,CI,590,Quantitative Research Literacy,QR,N/A
39523,CI,590,Research in Progress,RIP,N/A
31316,CLCV,100,Vocab Building-GRK & LAT Roots,A,2.76
31317,CLCV,102,Medical Terms-GRK & LAT Roots,A,3.31
31318,CLCV,111,Mythology of Greece and Rome,A,2.87
63842,CLCV,114,Introduction to Greek Culture,A,3.54
31319,CLCV,115,Mythology of Greece and Rome,ADA,3.49
31320,CLCV,115,Mythology of Greece and Rome,ADB,3.69
31321,CLCV,115,Mythology of Greece and Rome,ADC,3.71
31322,CLCV,115,Mythology of Greece and Rome,ADD,3.35
31323,CLCV,115,Mythology of Greece and Rome,ADE,3.44
31324,CLCV,115,Mythology of Greece and Rome,ADF,3.55
31325,CLCV,115,Mythology of Greece and Rome,ADG,3.67
31326,CLCV,115,Mythology of Greece and Rome,ADH,3.67
31327,CLCV,115,Mythology of Greece and Rome,ADI,3.59
31328,CLCV,115,Mythology of Greece and Rome,ADJ,3.67
31329,CLCV,115,Mythology of Greece and Rome,ADK,3.45
31330,CLCV,115,Mythology of Greece and Rome,ADL,N/A
38766,CLCV,115,Mythology of Greece and Rome,ADM,3.81
38767,CLCV,115,Mythology of Greece and Rome,ADN,3.58
52436,CLCV,115,Mythology of Greece and Rome,ADP,3.6
31331,CLCV,116,The Roman Achievement,A,3.35
47958,CLCV,120,The Classical Tradition,A,3.37
46368,CLCV,160,Ancient Greek & Roman Religion,A,3.56
31333,CLCV,220,Origins of Western Literature,B,N/A
31332,CLCV,220,Origins of Western Literature,C,N/A
63846,CLCV,220,The Animal Self,D,2.86
45762,CLCV,220,Homosexuality in Antiquity,G,3.46
31340,CLCV,222,The Tragic Spirit,A,N/A
44116,CLCV,232,Ancient Greek Sanctuaries,S,N/A
38749,CLCV,443,The Archaeology of Greece,C,N/A
50463,CMN,101,Public Speaking,A1,N/A
50464,CMN,101,Public Speaking,B1,N/A
50465,CMN,101,Public Speaking,B2,N/A
50466,CMN,101,Public Speaking,B3,N/A
50468,CMN,101,Public Speaking,C1,N/A
50469,CMN,101,Public Speaking,C2,N/A
50470,CMN,101,Public Speaking,C3,N/A
50471,CMN,101,Public Speaking,C4,N/A
50479,CMN,101,Public Speaking,C5,N/A
50527,CMN,101,Public Speaking,C6,N/A
50481,CMN,101,Public Speaking,D1,N/A
50482,CMN,101,Public Speaking,D2,N/A
50483,CMN,101,Public Speaking,D3,N/A
50484,CMN,101,Public Speaking,D4,N/A
50485,CMN,101,Public Speaking,D5,N/A
58526,CMN,101,Public Speaking,D6,N/A
50486,CMN,101,Public Speaking,E1,N/A
50487,CMN,101,Public Speaking,E2,N/A
50489,CMN,101,Public Speaking,E4,N/A
58527,CMN,101,Public Speaking,E5,N/A
58528,CMN,101,Public Speaking,E6,N/A
50490,CMN,101,Public Speaking,F1,N/A
50491,CMN,101,Public Speaking,F2,N/A
58532,CMN,101,Public Speaking,F3,N/A
50498,CMN,101,Public Speaking,F4,N/A
50499,CMN,101,Public Speaking,F5,N/A
50504,CMN,101,Public Speaking,F6,N/A
50506,CMN,101,Public Speaking,G1,N/A
58492,CMN,101,Public Speaking,H1,N/A
50462,CMN,101,Public Speaking,J1,N/A
50500,CMN,101,Public Speaking,L1,N/A
50693,CMN,101,Public Speaking,L2,N/A
50501,CMN,101,Public Speaking,M1,N/A
50502,CMN,101,Public Speaking,M2,N/A
50503,CMN,101,Public Speaking,M3,N/A
51469,CMN,101,Public Speaking,M4,N/A
58533,CMN,101,Public Speaking,M5,N/A
58534,CMN,101,Public Speaking,M6,N/A
50488,CMN,101,Public Speaking,NN1,N/A
50497,CMN,101,Public Speaking,NN2,N/A
50517,CMN,101,Public Speaking,NN3,N/A
58536,CMN,101,Public Speaking,NN4,N/A
50505,CMN,101,Public Speaking,P1,N/A
50507,CMN,101,Public Speaking,P3,N/A
50508,CMN,101,Public Speaking,P4,N/A
50509,CMN,101,Public Speaking,P5,N/A
50510,CMN,101,Public Speaking,P6,N/A
50511,CMN,101,Public Speaking,Q1,N/A
50512,CMN,101,Public Speaking,Q2,N/A
50518,CMN,101,Public Speaking,Q4,N/A
50519,CMN,101,Public Speaking,Q5,N/A
58535,CMN,101,Public Speaking,Q6,N/A
50520,CMN,101,Public Speaking,R1,N/A
50521,CMN,101,Public Speaking,R2,N/A
58537,CMN,101,Public Speaking,R4,N/A
51547,CMN,101,Public Speaking,S1,N/A
50522,CMN,101,Public Speaking,U1,N/A
50523,CMN,101,Public Speaking,WE1,N/A
50524,CMN,101,Public Speaking,Z1,N/A
50525,CMN,101,Public Speaking,Z2,N/A
50526,CMN,101,Public Speaking,Z3,N/A
59169,CMN,101,Public Speaking,Z4,N/A
50528,CMN,102,Intro to Comm Theory & Res,AL1,3.21
50539,CMN,112,Oral & Written Comm II,A1,N/A
50541,CMN,112,Oral & Written Comm II,B1,N/A
50543,CMN,112,Oral & Written Comm II,B3,N/A
50544,CMN,112,Oral & Written Comm II,C1,N/A
50545,CMN,112,Oral & Written Comm II,C2,N/A
50546,CMN,112,Oral & Written Comm II,C3,N/A
50548,CMN,112,Oral & Written Comm II,D1,N/A
50549,CMN,112,Oral & Written Comm II,D2,N/A
50551,CMN,112,Oral & Written Comm II,E1,N/A
50552,CMN,112,Oral & Written Comm II,E2,N/A
50553,CMN,112,Oral & Written Comm II,E3,N/A
50554,CMN,112,Oral & Written Comm II,F1,N/A
50555,CMN,112,Oral & Written Comm II,F2,N/A
50557,CMN,112,Oral & Written Comm II,L1,N/A
50559,CMN,112,Oral & Written Comm II,M1,N/A
50560,CMN,112,Oral & Written Comm II,M2,N/A
50563,CMN,112,Oral & Written Comm II,P1,N/A
50564,CMN,112,Oral & Written Comm II,P2,N/A
50566,CMN,112,Oral & Written Comm II,Q1,N/A
50567,CMN,112,Oral & Written Comm II,Q2,N/A
50568,CMN,113,Small Group Communication,1,3.45
50569,CMN,113,Small Group Communication,2,3.1
50581,CMN,204,Internship in Teaching Comm,A,N/A
50585,CMN,211,Business Communication,1,N/A
52898,CMN,211,Business Communication,2,N/A
53252,CMN,211,Business Communication,3,3.15
50582,CMN,211,Business Communication,4,N/A
50688,CMN,212,Intro to Organizational Comm,1,2.83
50684,CMN,212,Intro to Organizational Comm,2,3.43
50685,CMN,212,Intro to Organizational Comm,3,3.52
50587,CMN,220,Communicating Public Policy,1,N/A
50588,CMN,220,Communicating Public Policy,2,3.37
50599,CMN,230,Intro to Interpersonal Comm,AL1,3.37
50601,CMN,232,Intro to Intercultural Comm,1,3.74
50600,CMN,232,Intro to Intercultural Comm,2,3.44
60053,CMN,232,Intro to Intercultural Comm,3,3.58
50602,CMN,260,Intro to Health Communication,1,3.59
56847,CMN,260,Intro to Health Communication,2,3.38
50603,CMN,260,Intro to Health Communication,3,3.62
50613,CMN,277,Intro to Mediated Comm,AL,3.08
50622,CMN,280,Comm Technology & Society,1,3.37
60128,CMN,320,Comm Controversy Public Policy,1,3.69
50625,CMN,321,Strategies of Persuasion,1,1.97
50631,CMN,323,Argumentation,A,N/A
50632,CMN,323,Argumentation,B,N/A
50635,CMN,323,Argumentation,C,3.62
50636,CMN,323,Argumentation,D,3.83
54557,CMN,326,Mass Media and the Audience,1,2.97
56848,CMN,326,Mass Media and the Audience,2,3.02
51875,CMN,336,Family Communication,1,2.63
51876,CMN,336,Family Communication,2,3.41
60184,CMN,336,Family Communication,3,3.18
60185,CMN,336,Family Communication,4,2.96
52899,CMN,340,Visual Politics,1,3.08
60186,CMN,340,Visual Politics,2,N/A
60187,CMN,340,Visual Politics,3,3.59
60188,CMN,340,Visual Politics,4,3.49
54389,CMN,368,Sexual Communication,AL1,3.28
52635,CMN,375,American SciFi-Homeland Attack,PG,2.93
51686,CMN,396,War Rhetoric in Theatre & Film,A,2.79
53260,CMN,396,Media and Youth Culture,B1,3.1
50882,CMN,396,Media and Youth Culture,B2,3.14
50642,CMN,396,Org Comm & Diversity,C1,N/A
50639,CMN,396,Org Comm & Diversity,C2,2.89
50646,CMN,396,Relationships & Tech,D,3.05
52643,CMN,410,Workplace Comm Technology,GR,3.49
50650,CMN,412,Adv Organizational Comm,GR,3.36
50656,CMN,424,Campaigning to Win,GR,3.29
52652,CMN,429,Race and the Mass Media,CBG,2.81
50993,CMN,435,Adv Interpersonal Comm,1,3.58
58907,CMN,435,Adv Interpersonal Comm,2,3.58
50661,CMN,463,Organizational Health Comm,GR,2.83
52902,CMN,465,Social Marketing Health&Behav,MHG,3.69
50670,CMN,496,Comm & Health Inequalities,CBG,N/A
50672,CMN,496,Health & Technology,EBG,N/A
57615,CMN,496,Provider Patient Communication,EH,N/A
50668,CMN,496,The Presidency,JMG,N/A
50664,CMN,496,Training & Dev in Complex Org,TWG,N/A
60771,CMN,502,Health Comm Research Methods I,SJ,N/A
60769,CMN,508,Successful Health Campaigns,BQ,N/A
60772,CMN,509,Soc Mkting & Health Behavior,MH,N/A
52001,CMN,529,Social Support,LG,N/A
50677,CMN,529,Measurement in Comm Research,LK,N/A
51998,CMN,529,"Language, Culture & Identity",MK,N/A
52670,CMN,529,Theory Construction,SP,N/A
50680,CMN,538,Visual Rhetoric,CF,N/A
60760,CMN,575,Capstone Individual Study,JCL,N/A
57630,CMN,595,Special Problems,LW1,N/A
56160,CMN,595,Families and Health,ONL,N/A
31487,CPSC,112,Introduction to Crop Sciences,AL1,3.24
48193,CPSC,116,The Global Food Production Web,A,3.82
60004,CPSC,131,Agriculture in Mythology,ALR,3.55
53000,CPSC,199,Agriculture & the Environment,CHP,N/A
31493,CPSC,241,Intro to Applied Statistics,AL1,2.77
31518,CPSC,261,Biotechnology in Agriculture,A,3.19
31495,CPSC,265,Genetic Engineering Lab,A,N/A
31524,CPSC,336,Tomorrow's Environment,A,3.54
31503,CPSC,352,Plant Genetics,AL1,3.66
59036,CPSC,412,Principles of Crop Advising,EDN,3.64
59167,CPSC,412,Principles of Crop Advising,XM1,N/A
31547,CPSC,418,Crop Growth and Management,I,3.62
44813,CPSC,428,Weed Science Practicum,A,N/A
31578,CPSC,440,Applied Statistical Methods I,AL1,2.84
31550,CPSC,453,Principles of Plant Breeding,AL1,3.53
31648,CPSC,518,Crop Growth and Development,A,N/A
61170,CPSC,543,Appl. Multivariate Statistics,AB1,3.86
46726,CPSC,565,Perl & UNIX for Bioinformatics,AE1,3.83
43483,CPSC,566,Plant Gene Regulation,A,N/A
48285,CPSC,567,Bioinformatics & Systems Biol,A,N/A
42059,CPSC,593,Integrated Pest Management,XM,N/A
31632,CPSC,598,Seminar,C1,N/A
31638,CPSC,598,Seminar,G1,N/A
31018,CS,101,Intro Computing: Engrg & Sci,AL1,3.41
31128,CS,105,Intro Computing: Non-Tech,AL2,3.63
31152,CS,125,Intro to Computer Science,AL1,3.34
31155,CS,125,Intro to Computer Science,AL2,3.59
31187,CS,173,Discrete Structures,ADA,3.25
48263,CS,173,Discrete Structures,ADB,3.32
48264,CS,173,Discrete Structures,ADC,2.95
57329,CS,173,Discrete Structures,ADD,3.12
57330,CS,173,Discrete Structures,ADE,3.11
57446,CS,173,Discrete Structures,ADF,3.26
48265,CS,173,Discrete Structures,ADG,3.2
61915,CS,173,Discrete Structures,ADH,3.21
61916,CS,173,Discrete Structures,ADI,3.46
48266,CS,173,Discrete Structures,BDA,2.9
48267,CS,173,Discrete Structures,BDB,2.92
50441,CS,173,Discrete Structures,BDC,3.12
50442,CS,173,Discrete Structures,BDD,2.55
51087,CS,173,Discrete Structures,BDE,2.81
31193,CS,196,Freshman Honors,25,3.68
31195,CS,196,Freshman Honors,73,3.65
61831,CS,199,Problem Solving W/Data Struct,205,N/A
48739,CS,199,Undergraduate Open Seminar,CH,N/A
63080,CS,199,Debug your Brain,DYB,N/A
31205,CS,210,Ethical & Professional Issues,AL1,3.43
31208,CS,225,Data Structures,AL1,3.13
31213,CS,225,Data Structures,AL2,3.28
59777,CS,225,Data Structures,AL3,2.84
61689,CS,233,Computer Architecture,AL1,2.9
43556,CS,241,System Programming,AL1,2.6
63636,CS,241,System Programming,AL2,2.83
43557,CS,242,Programming Studio,AL1,3.37
31262,CS,296,Honors Course,25,3.74
61175,CS,296,Honors Course,33,N/A
56375,CS,296,Honors Course,41,3.89
61476,CS,357,Numerical Methods I,M,2.68
50106,CS,357,Numerical Methods I,N,2.7
46258,CS,410,Text Information Systems,B3,3.9
57680,CS,410,Text Information Systems,ONL,N/A
31352,CS,411,Database Systems,N3,3.47
40658,CS,411,Database Systems,ONL,N/A
63461,CS,412,Introduction to Data Mining,P3,3.27
31359,CS,418,Interactive Computer Graphics,AL1,3.56
31366,CS,419,Production Computer Graphics,C3,3.51
31375,CS,421,Progrmg Languages & Compilers,B3,3.52
63756,CS,421,Progrmg Languages & Compilers,C3,3.56
50085,CS,422,Programming Language Design,T3,N/A
31378,CS,423,Operating Systems Design,C3,3.57
31384,CS,425,Distributed Systems,T3,3.11
40652,CS,428,Software Engineering II,ONL,N/A
31389,CS,428,Software Engineering II,Q3,3.75
41483,CS,429,"Software Engineering II, ACP",Q3,3.54
31393,CS,431,Embedded Systems,AL3,2.97
40653,CS,433,Computer System Organization,ONL,N/A
31405,CS,433,Computer System Organization,S3,3.32
51445,CS,438,Communication Networks,ONL,N/A
31410,CS,438,Communication Networks,R3,2.66
60857,CS,440,Artificial Intelligence,ONL,N/A
31423,CS,440,Artificial Intelligence,Q3,3.07
31427,CS,450,Numerical Analysis,B3,3.36
57523,CS,460,Security Laboratory,AL1,3.33
48198,CS,461,Computer Security I,AL3,2.88
49413,CS,463,Computer Security II,ON2,N/A
48205,CS,463,Computer Security II,P3,3.34
43587,CS,465,User Interface Design,M3,3.42
54552,CS,466,Introduction to Bioinformatics,B3,3.66
56868,CS,467,Social Visualization,SV3,3.69
60443,CS,484,Parallel Programming,PP3,3.2
31260,CS,493,"Senior Project II, ACP",CS,3.58
40242,CS,494,Senior Project II,CS,3.61
61697,CS,498,Digital Forensics II,AL1,N/A
63485,CS,498,Mobile Interaction Design,BB3,3.63
60162,CS,498,Algorithms and Models of Comp,BL1,2.83
61714,CS,498,Probability in CS,CL1,3.51
64122,CS,498,Applied Machine Learning,DF3,3.73
61859,CS,498,Theory II,DL1,3.08
43755,CS,498,Software Testing,DM3,3.55
61850,CS,498,Art and Science of Web Prog,RK2,3.19
50232,CS,498,Virtual Reality,SL3,3.5
40748,CS,511,Advanced Data Management,ONL,N/A
31602,CS,511,Advanced Data Management,P,3.63
31604,CS,512,Data Mining Principles,F,3.84
47139,CS,512,Data Mining Principles,ONL,N/A
39590,CS,522,Programming Language Semantics,R,N/A
46186,CS,525,Advanced Distributed Systems,S,3.63
43634,CS,526,Advanced Compiler Construction,D,N/A
31610,CS,533,Parallel Computer Architecture,S,3.58
63702,CS,538,Advanced Computer Networks,N,3.84
64158,CS,538,Advanced Computer Networks,ONL,N/A
48178,CS,546,Machine Learning in NLP,S,3.64
50117,CS,555,Numerical Methods for PDEs,N,3.89
41446,CS,579,Computational Complexity,F,N/A
59718,CS,583,Approximation Algorithms,AA,N/A
47697,CS,597,Individual Study,TXO,N/A
62182,CS,598,Algorithmic Genomic Biology,AGB,N/A
58502,CS,598,Cryptography,MAN,N/A
31666,CS,598,Fundamentals of Parallel Comp,MS,N/A
63500,CS,598,High-Order Methods for PDEs,PF,N/A
63499,CS,598,Algorithmic Game Theory,RM,N/A
43781,CS,598,Special Topics,SS,N/A
61852,CS,598,Extreme Computing,WG,N/A
63861,CW,100,Intro to Creative Writing,S,N/A
43365,CW,104,Introductory Narrative Writing,D,N/A
43364,CW,104,Introductory Narrative Writing,M,N/A
43431,CW,104,Introductory Narrative Writing,P,N/A
43366,CW,104,Introductory Narrative Writing,S,N/A
56175,CW,104,Introductory Narrative Writing,X,N/A
48076,CW,106,Introductory Poetry Writing,D,N/A
43367,CW,106,Introductory Poetry Writing,F,N/A
43433,CW,106,Introductory Poetry Writing,M,N/A
60103,CW,200,Reading for Writers,M,N/A
43372,CW,202,Trauma Writing,D,N/A
47060,CW,202,Writing for Young Children,P,N/A
64203,CW,202,Satire/Comedy Writing,SQ,N/A
47058,CW,202,Creative Writ Marginal People,WC,N/A
63387,CW,204,Intermediate Narrative Writing,F,N/A
43374,CW,204,Intermediate Narrative Writing,Q,N/A
52270,CW,206,Intermediate Poetry Writing,M,N/A
55044,CW,208,Creative Nonfiction Writing,X,N/A
60104,CW,243,Inter Expository Writing,F,3.67
43377,CW,404,Advanced Narrative Writing,1U,N/A
43380,CW,404,Advanced Narrative Writing,2U,N/A
43383,CW,406,Advanced Poetry Writing,1U,N/A
43385,CW,406,Advanced Poetry Writing,2U,N/A
60607,CW,460,Intro to Literary Editing,G,N/A
63371,CW,463,Sci Fiction's Diverse Voices,1U,N/A
43388,CW,504,Writing Workshop in Fiction,R,N/A
43390,CW,506,Writing Workshop in Poetry,R,N/A
43391,CW,560,Literary Publishing &Promotion,NL,N/A
54485,CW,563,Short Plays,BK,N/A
54993,CWL,114,Global Consciousness and Lit,AD4,3.86
54996,CWL,114,Global Consciousness and Lit,AD7,N/A
56947,CWL,114,Global Consciousness and Lit,AD9,N/A
43891,CWL,151,Dystopian Literature,B,N/A
30971,CWL,190,Lit of Asia & Africa II,A,N/A
64004,CWL,199,Harry Potter & Western Culture,LJ2,N/A
30979,CWL,202,Literature and Ideas,A,N/A
38884,CWL,242,Lit Europe and the Americas II,ADI,N/A
38886,CWL,242,Lit Europe and the Americas II,ADK,N/A
63912,CWL,341,Love & Sex in Hebrew Lit,VW,N/A
60553,CWL,395,Special Topics Comp Lit I,X,N/A
63442,CWL,502,Methods of Comparative Lit,RM,N/A
63814,CWL,571,Translation Theory & Practice,G4,N/A
63444,CWL,581,Biopolitical Fantasy on Screen,RR,N/A
38938,CWL,582,Proseminar,A,N/A
45822,CZCH,202,Second-year Czech II,A,N/A
40256,DANC,100,Intro to Contemporary Dance,A,N/A
40270,DANC,100,Intro to Contemporary Dance,AAP,N/A
31805,DANC,100,Intro to Contemporary Dance,B,3.9
31807,DANC,100,Intro to Contemporary Dance,C,3.83
40255,DANC,100,Intro to Contemporary Dance,D,3.82
40306,DANC,100,Intro to Contemporary Dance,GC,N/A
31808,DANC,101,Modern Dance I,A,3.79
31810,DANC,102,Modern Dance II,A,N/A
60314,DANC,103,Contact Improvisation,A,N/A
60625,DANC,104,Making Dances,A,N/A
31816,DANC,106,Jazz Dance II,A,N/A
31818,DANC,107,Ballet I,A,3.63
31820,DANC,108,Ballet II,A,N/A
31821,DANC,109,Ballet III,A,N/A
62037,DANC,111,Capoeira,C,N/A
62030,DANC,112,Hip Hop,HH1,3.8
62031,DANC,112,Hip Hop,HH2,3.87
31823,DANC,121,Tap Dance II,A,N/A
31826,DANC,131,Production Practicum I,DP,N/A
63411,DANC,150,Orientation to Dance,A,N/A
31828,DANC,160,Beg Contemp Modern Tech Core,C,N/A
40777,DANC,166,Beginning Ballet Tech Core,A,N/A
51227,DANC,167,Beginning Ballet Tech Elect,A,N/A
63717,DANC,210,Int Jazz Technique,A,N/A
63969,DANC,211,Int Hip Hop Technique,HH2,N/A
62431,DANC,215,Int Tap Dance Technique,A,N/A
49739,DANC,221,Perf in Grad Thesis - Behan,BB,N/A
63404,DANC,221,Perf in Grad Thesis - Smith,HS,N/A
63388,DANC,221,Perf in Grad Thesis - Weidman,LW,N/A
49738,DANC,221,Perf in Grad Thesis - Levine,SL,N/A
40849,DANC,223,FebDance I - Zbikowski,AZ,N/A
63026,DANC,223,Perf Pract I_Kiss Me Kate,ET,N/A
47882,DANC,223,FebDance - Toenjes,JT,N/A
63414,DANC,223,FebDance - Nance,KN,N/A
63415,DANC,223,FebDance - Levine,SL,N/A
40784,DANC,231,Production Practicum II,DP,N/A
61018,DANC,245,Introduction to Somatics,A,N/A
57149,DANC,259,Contact Improv for Act/Mus/Dan,A,N/A
63390,DANC,260,Int Contemp Modern Tech Core,CO,N/A
40786,DANC,260,Int Contemp Modern Tech Core,Q,N/A
40789,DANC,261,Int Contemp Modern Tech Elect,A,N/A
31851,DANC,266,Intermediate Ballet Tech Core,A,N/A
40830,DANC,267,Intermediate Ballet Tech Elect,E,N/A
41159,DANC,267,Intermediate Ballet Tech Elect,F,N/A
54956,DANC,268,Music Theory for Dancers,JT,N/A
57147,DANC,301,Yoga Practicum for Dancers,A,N/A
52681,DANC,310,Capoeira,C,N/A
61017,DANC,330,Dance Documentation,A,N/A
31874,DANC,331,Production Practicum III,DP,N/A
63392,DANC,360,Int/Adv Contemp Mod Tech Core,CO,N/A
31884,DANC,360,Int/Adv Contemp Mod Tech Core,Q,N/A
40792,DANC,361,Int Moden Elective,A,N/A
61933,DANC,362,Choreographic Process II,AZ,N/A
61918,DANC,362,Choreographic Process II,SH,N/A
63421,DANC,363,Advanced Improvisation,A,N/A
40824,DANC,366,Int/Adv Ballet Tech Core,A,N/A
31888,DANC,367,Int/Adv Ballet Tech Elect,E,N/A
31889,DANC,367,Int/Adv Ballet Tech Elect,F,N/A
61953,DANC,375,Production in Dance,BF,N/A
57148,DANC,402,Alexander Technique Practicum,A,N/A
64107,DANC,411,Adv Hip Hop Technique,HH2,N/A
16344,DANC,421,Perf in Grad Thesis - Behan,BB,N/A
63405,DANC,421,Perf in Grad Thesis - Smith,HS,N/A
31872,DANC,421,Perf in Grad Thesis -Pretty,JP,N/A
63401,DANC,421,Perf in Grad Thesis - Weidman,LW,N/A
16321,DANC,421,Perf in Grad Thesis - Levine,SL,N/A
40841,DANC,423,FebDance II - Zbikowski,AZ,N/A
44128,DANC,423,FebDance II - Ping Chong,JE,N/A
40840,DANC,423,FebDance - Toenjes,JT,N/A
62351,DANC,423,FebDance - Nance,KN,N/A
63407,DANC,423,FebDance - Levine,SL,N/A
61929,DANC,424,Collaborative Performance,CL,N/A
40827,DANC,431,Production Practicum IV,DP,N/A
31877,DANC,441,Dance History Seminar,A,N/A
31878,DANC,450,Teaching Workshop,A,N/A
40805,DANC,451,Ind Study-Capoeira,C,N/A
16373,DANC,451,Ind Study,KS,N/A
54274,DANC,455,Supervised Teaching,VC,N/A
57150,DANC,459,Contact Improv Act/Mus/Dan II,A,N/A
63410,DANC,460,Adv Contemp Modern Tech Core,CO,N/A
55724,DANC,461,Adv Contemp Modern Tech Elect,A,N/A
40823,DANC,466,Advanced Ballet Tech Core,A,N/A
40832,DANC,467,Advanced Ballet Tech Elect,E,N/A
41160,DANC,467,Advanced Ballet Tech Elect,F,N/A
62045,DANC,498,Senior Thesis Production,A,N/A
60577,DANC,520,Synthesis Laboratory,A,N/A
45780,DANC,550,Advanced Research in Dance,CMO,N/A
45781,DANC,550,Advanced Research in Dance,RW,N/A
41714,DANC,550,Advanced Research in Dance,SH,N/A
45784,DANC,550,Advanced Research in Dance,TO,N/A
50346,EALC,130,The Chinese Language,A,3.39
34120,EALC,222,Chinese Thght Confucius to Mao,A,3.13
46154,EALC,250,Intro to Japanese Culture,AD2,N/A
46155,EALC,250,Intro to Japanese Culture,AD3,N/A
46156,EALC,250,Intro to Japanese Culture,AD4,N/A
46157,EALC,250,Intro to Japanese Culture,AD5,N/A
46161,EALC,250,Intro to Japanese Culture,AD6,N/A
46162,EALC,250,Intro to Japanese Culture,AD7,N/A
46163,EALC,250,Intro to Japanese Culture,AD8,N/A
46164,EALC,250,Intro to Japanese Culture,AD9,N/A
46129,EALC,275,Masterpieces of East Asian Lit,AD1,N/A
46131,EALC,275,Masterpieces of East Asian Lit,AD2,N/A
46135,EALC,275,Masterpieces of East Asian Lit,AD4,N/A
46139,EALC,275,Masterpieces of East Asian Lit,AD6,N/A
46141,EALC,275,Masterpieces of East Asian Lit,AD7,N/A
61647,EALC,275,Masterpieces of East Asian Lit,AD9,N/A
44673,EALC,365,Contemporary Korean Society,F,3.98
54596,EALC,398,Colloquium in EALC,A,N/A
49640,EALC,398,Asian Martial Arts,E,N/A
57383,EALC,488,History of Chinese Buddhism,AM,N/A
63845,EALC,500,Proseminar in EALC,DS,N/A
64549,EALC,550,Seminar in EALC,A,N/A
39720,EALC,550,Seminar in EALC,BR,N/A
64293,EALC,550,Prosody of East Asian Language,CS,N/A
52914,ECE,110,Introduction to Electronics,AB5,N/A
52910,ECE,110,Introduction to Electronics,AB6,N/A
32456,ECE,110,Introduction to Electronics,ABA,N/A
32464,ECE,110,Introduction to Electronics,AL1,3.3
32471,ECE,110,Introduction to Electronics,AL2,3.38
52909,ECE,110,Introduction to Electronics,AL3,3.28
61723,ECE,110,Introduction to Electronics,AL4,3.38
61606,ECE,120,Introduction to Computing,AL,2.78
63651,ECE,120,Introduction to Computing,AL2,3.25
63652,ECE,120,Introduction to Computing,AL3,2.8
64086,ECE,199,ECE 110 Merit Section,M,N/A
59020,ECE,205,Elec & Electronic Circuits,G,2.58
32485,ECE,206,Elec & Electronic Circuits Lab,F1,N/A
32501,ECE,206,Elec & Electronic Circuits Lab,F10,N/A
32486,ECE,206,Elec & Electronic Circuits Lab,F11,N/A
32487,ECE,206,Elec & Electronic Circuits Lab,F2,N/A
32489,ECE,206,Elec & Electronic Circuits Lab,F3,N/A
32491,ECE,206,Elec & Electronic Circuits Lab,F4,N/A
32493,ECE,206,Elec & Electronic Circuits Lab,F5,N/A
32495,ECE,206,Elec & Electronic Circuits Lab,F6,N/A
