CRN,Course Subject,Course Number,Course Title,Course Section,Average Grade
61588,JOUR,340,Video Reporting & Storytelling,AB1,N/A
61589,JOUR,340,Video Reporting & Storytelling,AB2,N/A
34858,JOUR,425,Multimedia Editing and Design,AB2,3.02
34903,JOUR,445,Video Storytelling 2-Producing,AB1,N/A
34906,JOUR,445,Video Storytelling 2-Producing,AB2,N/A
61563,JOUR,452,Great Books of Journalism,A,N/A
63413,JOUR,453,Crisis Communications,A,3.84
20680,JOUR,460,Sports Journalism,SJ,N/A
61607,JOUR,471,Science Journalism,A,N/A
63889,JOUR,480,Social and Digital Media,SDM,N/A
61559,JOUR,481,Literary Feature Writing,A,N/A
62129,JOUR,482,Immersion Journalism,B1,N/A
61561,JOUR,483,Investigative Journalism,1,N/A
39007,JOUR,500,Current Issues in Journalism,1,N/A
34970,KIN,100,Development Activities,A3,N/A
34976,KIN,100,Development Activities,C10,N/A
34981,KIN,100,Development Activities,C11,3.96
34983,KIN,100,Outdoor Adventure,I1,N/A
47126,KIN,100,Outdoor Adventure,I2,N/A
34985,KIN,101,Dance Activities,Z1F,N/A
34988,KIN,101,Dance Activities,Z1U,N/A
34996,KIN,102,Individual and Dual Activities,E1,N/A
34999,KIN,102,Individual and Dual Activities,E2,3.97
35002,KIN,102,Individual and Dual Activities,E3,3.9
35006,KIN,103,Indoor Court Activities,C1,N/A
35008,KIN,104,Skating Activities,A1,3.94
35036,KIN,104,Skating Activities,A10,3.82
49837,KIN,104,Skating Activities,A11,3.26
60712,KIN,104,Skating Activities,A12,3.96
64439,KIN,104,Skating Activities,A18,3.83
64440,KIN,104,Skating Activities,A19,3.67
35011,KIN,104,Skating Activities,A2,3.75
35015,KIN,104,Skating Activities,A3,3.96
35017,KIN,104,Skating Activities,A4,3.93
52221,KIN,104,Skating Activities,A5,3.62
35023,KIN,104,Skating Activities,A6,N/A
35026,KIN,104,Skating Activities,A7,3.65
35028,KIN,104,Skating Activities,A8,3.4
35034,KIN,104,Skating Activities,A9,3.55
35043,KIN,107,Canoeing,A1,N/A
47127,KIN,107,Canoeing,A2,N/A
64316,KIN,107,Aquatic Sport Activities,AAE,N/A
35046,KIN,107,Aquatic Sport Activities,Z2A,N/A
35050,KIN,107,Aquatic Sport Activities,Z2B,3.96
35053,KIN,109,Team Sport Activities,A1,3.82
35055,KIN,109,Team Sport Activities,C1,3.93
35060,KIN,109,Team Sport Activities,C2,3.83
35063,KIN,111,Prescribed Exercise,A1,3.9
35076,KIN,120,Injuries in Sport,AL1,3.14
35079,KIN,122,Physical Activity and Health,A1,3.25
56867,KIN,122,Physical Activity and Health,B1,3.24
59549,KIN,122,Physical Activity and Health,ONL,3.61
53020,KIN,125,Orientation KIN & Comm Health,A,3.87
35082,KIN,130,Analysis of Basic Movement,A,3.46
35117,KIN,140,Social Sci of Human Movement,AL1,2.99
41165,KIN,142,Contemporary Issues in Sport,A1,3.89
35126,KIN,150,Bioscience of Human Movement,AL1,3.2
63739,KIN,199,Phys Actvty - Hlth & Longevity,KW1,N/A
35141,KIN,247,Intro to Sport Psychology,A,3.44
56184,KIN,247,Intro to Sport Psychology,ON,3.24
35148,KIN,249,Sport & Modern Society,AL1,3.72
56186,KIN,249,Sport & Modern Society,ON,3.16
35170,KIN,257,"Coordination, Control & Skill",AL1,3.15
58564,KIN,261,Teaching Activities II,A,N/A
35176,KIN,262,"Motor Develop, Growth & Form",AL1,3.02
35191,KIN,268,Children's Movement,AL1,3.64
57542,KIN,340,Soc & Psych of Phys Activity,AL1,3.31
35159,KIN,352,Bioenergetics of Movement,AL1,3.14
35163,KIN,355,Biomechanics of Human Movement,AL1,3.16
35187,KIN,362,Curriculum in Grades 7-12,A1,N/A
35192,KIN,363,Instructional Strategies in PE,N,N/A
61899,KIN,365,Civic Engagement in Wellness,A,N/A
59230,KIN,369,Coaching Strategies,A,3.42
44638,KIN,386,Exercise Instruction & Elderly,A1,N/A
35196,KIN,387,Exper in the Agency Setting,AL1,N/A
35200,KIN,387,Exper in the Agency Setting,BL1,N/A
56192,KIN,401,Measure & Eval in Kinesiology,ON,3.3
63880,KIN,442,"Body, Culture & Society",MLG,N/A
44569,KIN,443,Psychophysiology in Ex & Sport,G1,3.95
63708,KIN,444,Physical Activity Epidemiology,LTG,N/A
45441,KIN,450,Biochemistry of Exercise,UG1,N/A
35246,KIN,452,Clin & Applied Ex Physiology,AL3,N/A
63707,KIN,473,Skill Acquisition Strategies,CLG,N/A
63725,KIN,494,Special Topics,MG,N/A
62540,KIN,494,Special Topics - Neuromechanic,MHG,N/A
63712,KIN,494,Special Topics,NKG,N/A
63870,KIN,494,Special Topics,SSG,N/A
44606,KIN,501,Kinesiology Research Methods,AL1,N/A
63711,KIN,551,Sci Basis of Phys Performance,NB,N/A
63879,KIN,594,Latent Variable Modeling,A,N/A
64437,KIN,594,Exercise & Multiple Sclerosis,RM,N/A
35283,KOR,202,Elementary Korean II,C,N/A
40035,KOR,202,Elementary Korean II,X,N/A
35284,KOR,204,Intermediate Korean II,C,N/A
35286,KOR,222,Korean Reading and Writing II,D,N/A
35289,KOR,242,Korean Reading and Writing IV,C,N/A
35290,KOR,306,Advanced Korean II,D,N/A
43309,KOR,441,Fourth Year Korean II,R3,N/A
64179,LA,221,History of the Prison,RG,3.23
35292,LA,234,Site Design Studio,A,N/A
35296,LA,241,Landform Design & Construction,A,N/A
64527,LA,314,History of World Landscapes,A,N/A
64527,LA,314,History of World Landscapes,A,3.13
64527,LA,314,History of World Landscapes,A,N/A
64528,LA,314,History of World Landscapes,B,N/A
64528,LA,314,History of World Landscapes,B,N/A
64529,LA,314,History of World Landscapes,C,N/A
64529,LA,314,History of World Landscapes,C,N/A
64530,LA,314,History of World Landscapes,D,N/A
64530,LA,314,History of World Landscapes,D,N/A
35305,LA,336,Design Workshop Studio I,AUG,N/A
35307,LA,336,Design Workshop Studio I,CUG,N/A
39842,LA,336,Design Workshop Studio I,DUG,N/A
35308,LA,343,Landscape Construction,A,N/A
64181,LA,427,Amer Vernacular Cultural Land,SS,3.14
57633,LA,438,Design Workshop Studio II,AGR,N/A
57635,LA,438,Design Workshop Studio II,BGR,N/A
57637,LA,438,Design Workshop Studio II,CGR,N/A
57639,LA,438,Design Workshop Studio II,DGR,N/A
64525,LA,513,History of World Landscapes,A,N/A
64525,LA,513,History of World Landscapes,A,N/A
40700,LA,590,Built Environment&Human Health,WS2,N/A
43298,LA,594,Cultural Heritage,DFR,N/A
64182,LA,597,Research Design & Methods,ED,3.49
35347,LAS,199,Exploring the World of Work,EWW,N/A
35362,LAS,199,Transfer Advantage,TA2,N/A
35399,LAST,170,Introduction to Latin America,AD1,N/A
35433,LAST,170,Introduction to Latin America,AD2,N/A
35851,LAST,170,Introduction to Latin America,AD3,3.26
35852,LAST,170,Introduction to Latin America,AD4,3.74
35853,LAST,170,Introduction to Latin America,AD5,N/A
35854,LAST,170,Introduction to Latin America,AD6,N/A
44748,LAST,170,Introduction to Latin America,AD7,N/A
44750,LAST,170,Introduction to Latin America,AD8,N/A
44751,LAST,170,Introduction to Latin America,AD9,3.42
35857,LAST,445,Native Latin Amer Languages,1,N/A
35863,LAT,101,Elementary Latin I,A,N/A
35858,LAT,101,Elementary Latin I,B,N/A
35868,LAT,102,Elementary Latin II,B,2.85
35871,LAT,103,Intermediate Latin,C,N/A
38901,LAT,104,Intro to Latin Literature,C,N/A
35891,LAT,491,Roman Oratory,G,N/A
38753,LAT,580,Latin Seminar,G,N/A
31785,LAW,199,Current Issues in Law,A,N/A
44747,LAW,199,Intro Domestic Viol Legal Iss,B,3.25
64523,LAW,199,Independent Study,JSB,N/A
64016,LAW,201,Basic Const Law & Indv'l Rts,A,3.17
49187,LAW,601,Contracts,C,3.2
53670,LAW,602,Property,B,3.19
53781,LAW,602,Property,BG,N/A
51608,LAW,603,Torts,A,3.13
51810,LAW,603,Torts,AG,N/A
62733,LAW,604,Criminal Law,4,3.2
62734,LAW,604,Criminal Law,5,3.21
51613,LAW,604,Criminal Law,5G,N/A
35900,LAW,606,Constitutional Law I,B,3.22
51807,LAW,606,Constitutional Law I,BG,N/A
35902,LAW,606,Constitutional Law I,C,3.22
45724,LAW,606,Constitutional Law I,CG,N/A
35906,LAW,607,Civil Procedure,1,3.22
49190,LAW,607,Civil Procedure,2,3.15
49189,LAW,607,Civil Procedure,3,3.25
53782,LAW,607,Civil Procedure (Graduate),GRD,3.33
35912,LAW,610,Introduction to Advocacy,1,3.17
35913,LAW,610,Introduction to Advocacy,2,3.18
35914,LAW,610,Introduction to Advocacy,3,3.22
35915,LAW,610,Introduction to Advocacy,4,3.22
35916,LAW,610,Introduction to Advocacy,5,3.03
39964,LAW,618,Natural Resources,A,N/A
56079,LAW,618,Natural Resources,G,N/A
35924,LAW,624,Real Estate Finance,A,N/A
35919,LAW,625,State and Local Government,A,3.38
53876,LAW,625,State and Local Government,G,N/A
55626,LAW,631,Secured Transactions,A,3.36
56047,LAW,631,Secured Transactions,G,N/A
35926,LAW,644,Copyright Law,A,3.44
45722,LAW,644,Copyright Law,G,N/A
35927,LAW,647,Income Taxation,A,N/A
49361,LAW,647,Income Taxation,G,N/A
35928,LAW,648,Corporate Taxation,A,3.42
35929,LAW,664,Employment Discrimination,A,3.4
49365,LAW,664,Employment Discrimination,G,N/A
35920,LAW,670,Elder Law,A,3.42
42017,LAW,670,Elder Law,G,N/A
53571,LAW,679,Criminal Proc: Adjudication,A,3.39
53787,LAW,679,Criminal Proc: Adjudication,G,N/A
35980,LAW,680,Professional Responsibility,A,3.4
35968,LAW,682,Evidence,A,3.39
42019,LAW,682,Evidence,G,N/A
45021,LAW,685,Dispute Resolution,A,N/A
45732,LAW,685,Dispute Resolution,AG,N/A
35935,LAW,687,Jurisprudence,A,N/A
47749,LAW,687,Jurisprudence,G,N/A
57372,LAW,692,Intellectual Property Clinic,C,N/A
64710,LAW,692,Intellectual Property Clinic,CG,N/A
57399,LAW,692,Domestic Violence Practicum,E,N/A
57466,LAW,692,Innocence Project,F,N/A
57467,LAW,692,Advanced Innocence Project,H,N/A
51628,LAW,693,Federal Civil Rights,N,N/A
55776,LAW,693,Family Advocacy Clinic,S,N/A
57374,LAW,693,Community Preservation Clinic,T,N/A
60608,LAW,693,Elder Financial Justice Clinic,U,N/A
62432,LAW,695,Trial Ad (Graduate Section),GRD,N/A
57882,LAW,696,Clinical Assistantships,GB,N/A
57880,LAW,696,Clinical Assistantships,KF,N/A
58318,LAW,696,Clinical Assistantships,MF,N/A
57881,LAW,696,Clinical Assistantships,ST,N/A
59791,LAW,699,Independent Study,AB,N/A
57884,LAW,699,Independent Study,HH,N/A
56349,LAW,699,Independent Study,JS,N/A
58101,LAW,699,Independent Study,MW,N/A
56412,LAW,699,Independent Study,SB,N/A
64099,LAW,792,Islamic Law,A1G,N/A
62691,LAW,792,Cybersecurity & Legal System,AAC,N/A
64050,LAW,792,Business & Human Rights,FFF,N/A
45723,LAW,792,Business & Human Rights,FG,N/A
45075,LAW,792,Leg Research with Writing Prac,G,N/A
55975,LAW,792,Energy & Nat Res Trans,HH,N/A
59573,LAW,792,Energy & Nat Res Trans,HHG,N/A
64052,LAW,792,Appl Leg Tools for Envt'l Poli,III,N/A
56235,LAW,792,Scholarship of Sustainability,JJ,N/A
64053,LAW,792,Poverty & the Law,JJJ,N/A
51632,LAW,792,Islamic Law,MD3,N/A
64055,LAW,792,Rep Gov't in Illinois,NNN,N/A
57756,LAW,792,Advanced Legal Research,PP,3.4
49233,LAW,792,Immersion Journalism,T,N/A
59347,LAW,792,Small Firm Practice,VV,N/A
59389,LAW,792,Toxic Torts,WW,N/A
61109,LAW,792,Toxic Torts,WWC,N/A
60638,LAW,792,The Bill of Rights,YY,3.38
49166,LAW,793,Pre-Trial Litigation,C2,N/A
62477,LAW,793,Adv IL Civ Pro & App Prac,EC,N/A
47187,LAW,793,Family Law Practice,F,N/A
62478,LAW,793,Adv Trial Adv & Prof Respon,FC,N/A
60953,LAW,793,Negotiation Skills & Strat,O1,N/A
60954,LAW,793,Negotiation Skills & Strat,O1G,N/A
62797,LAW,793,Negotiation Skills & Strat,O2,N/A
62798,LAW,793,Negotiation Skills & Strat,O2G,N/A
64056,LAW,794,Adv Legal Writing:Trans Writin,F1,N/A
64057,LAW,794,Adv Legal Writing:Ins Coverage,J1,N/A
63723,LAW,794,Technology Strategy,MBA,N/A
51639,LAW,794,Mergers & Acquisitions,O,3.41
51811,LAW,794,Mergers & Acquisitions,OG,3.42
53592,LAW,795,International Criminal Law,H,N/A
53784,LAW,795,International Criminal Law,HG,N/A
53593,LAW,795,Federal Criminal Practice,I,N/A
62451,LAW,795,Criminal Practice: Ethics,L,N/A
62554,LAW,795,Criminal Practice: Ethics,LG,N/A
49373,LAW,796,The EU in a Global Context,KK,N/A
62347,LAW,797,Digital Forensics II,AL1,N/A
45042,LAW,797,Patent Prosecution,B,N/A
51962,LAW,797,Patent Prosecution,BG,N/A
45043,LAW,797,Patent Research & Strategy,D,N/A
64441,LAW,797,Patent Research & Strategy,DG,N/A
59334,LAW,797,Transactional IP,M,N/A
59582,LAW,797,Transactional IP,MG,N/A
60615,LAW,797,International Intel Property,P,N/A
60891,LAW,797,International Intel Property,PG,N/A
63002,LAW,798,Comp Analysis of Legal Prac,AA1,N/A
62460,LAW,798,IP Colloquium,JJ,N/A
62558,LAW,798,IP Colloquium,JJG,N/A
55636,LAW,798,Comp Criminal Procedure,L1,N/A
56071,LAW,798,Comp Criminal Procedure,L1G,N/A
64058,LAW,798,Regulating Risks,NN,N/A
56063,LAW,798,Regulating Risks,NNG,N/A
64059,LAW,798,Reconstruction Amendments,OO,N/A
64060,LAW,798,Lgl Cultures of Early America,PP,N/A
49672,LAW,798,Lgl Cultures of Early America,PPG,N/A
64061,LAW,798,Perspectives on Debt,QQ,N/A
53032,LER,100,Introduction to Labor Studies,A,N/A
58405,LER,100,Introduction to Labor Studies,AA,N/A
53033,LER,100,Introduction to Labor Studies,B,N/A
53034,LER,100,Introduction to Labor Studies,C,2.1
53088,LER,100,Introduction to Labor Studies,D,N/A
53090,LER,100,Introduction to Labor Studies,E,N/A
53091,LER,100,Introduction to Labor Studies,F,1.32
53690,LER,100,Introduction to Labor Studies,G,N/A
53035,LER,110,Labor and Social Movements,A,3.08
53036,LER,110,Labor and Social Movements,B,2.56
53093,LER,110,Labor and Social Movements,C,2.53
53094,LER,110,Labor and Social Movements,D,1.71
53037,LER,120,Contemporary Labor Problems,A,N/A
53439,LER,120,Contemporary Labor Problems,B,N/A
56284,LER,120,Contemporary Labor Problems,C,N/A
56421,LER,120,Contemporary Labor Problems,D,N/A
53039,LER,200,Globalization and Workers,A,N/A
63979,LER,200,Globalization and Workers,AO2,N/A
53042,LER,300,"Workers, Unions, and Politics",A,N/A
53043,LER,320,"Gender, Race, Class and Work",A,N/A
55476,LER,523,Org Fundamentals for HR,A,3.55
52774,LER,542,Collective Bargaining,A,3.84
52773,LER,543,Workplace Dispute Resolution,1,3.85
52771,LER,545,Economics of Human Resources,1,3.3
53168,LER,561,Compensation Systems,A,N/A
53166,LER,562,HR Planning and Staffing,A,3.73
55477,LER,564,HR Training and Development,A,N/A
52770,LER,565,HR Management and Strategy,1,3.67
53169,LER,566,International HR Management,A,N/A
53177,LER,567,Negotiation in HR Decisions,A,3.85
53171,LER,568,Firm Performance and HR,A,N/A
53179,LER,590,Gov't Reg & Employment Law,E,3.94
55480,LER,590,Employee Benefits,EB,3.98
63831,LER,590,"Emp Stress, Well-Being & Saf",EW,3.86
62315,LER,590,HR Data Analytics,HDA,N/A
53849,LER,590,"Infl, Chng & Politics in Org",ICP,3.64
63830,LER,590,"Immigration, Employ & Pub Pol",IM,N/A
58984,LER,590,"Work, Family and Orgnizations",WFO,3.83
57396,LER,590,Macro Research Methods,X,N/A
53172,LER,591,Employment Relations Systems,A,3.72
53174,LER,593,Quantitative Methods in LER,AE1,3.74
63800,LER,593,Quantitative Methods in LER,O,N/A
57397,LER,595,Managing Diversity Globally,A,3.72
36373,LING,100,Intro to Language Science,AL1,3.39
49302,LING,111,Language in Globalization,AE1,3.57
44245,LING,199,Undergraduate Open Seminar,A,N/A
52895,LING,199,Undergraduate Open Seminar,RB,N/A
43632,LING,210,Language History,AL1,3.94
36397,LING,225,"Language, Mind, and Brain",AL1,3.08
36405,LING,250,Language Diversity in the USA,AL1,N/A
46616,LING,270,"Language, Technology & Society",A1,3.92
36378,LING,301,Elements of Syntax,B,3.35
44439,LING,302,Elements of Phonology,A,3.53
63365,LING,307,Elmnts Semantics & Pragmatics,A,3.36
53916,LING,357,Intro to Conversation Analysis,A,N/A
36408,LING,400,Intro to Linguistic Structure,M2,N/A
36463,LING,404,Tutorials in Non-Western Lang,BA2,N/A
40130,LING,406,Intro to Computational Ling,U3,3.38
46351,LING,425,Intro to Psycholinguistics,A3,N/A
61828,LING,489,Theoretical Foundations of SLA,U3,N/A
62082,LING,490,Special Topics in Linguistics,LS3,N/A
63366,LING,490,Special Topics in Linguistics,MT,N/A
36495,LING,490,Special Topics in Linguistics,RKS,N/A
38742,LING,502,Phonology I,A,N/A
36523,LING,506,Topics in Computational Ling,E,N/A
36526,LING,507,Formal Semantics I,C,N/A
36532,LING,514,Design & Stats in Lang Study,H,N/A
36547,LING,541,Syntax II,C,N/A
46618,LING,551,Pragmatics,A1,N/A
56890,LING,582,Topics in Phonological Theory,A,N/A
51101,LING,590,Special Topics in Linguistics,IK,N/A
52376,LING,590,Special Topics in Linguistics,LSC,N/A
60113,LING,591,Seminar in Linguistic Analysis,DT,N/A
48725,LIS,390,Computers and Culture,CC,N/A
36577,LIS,390,Web Technologies & Techniques,W1A,N/A
36584,LIS,404,Lit and Resources Young Adults,AG,N/A
40985,LIS,404,Lit and Resources Young Adults,LE,3.97
36604,LIS,409,Storytelling,AG,N/A
40987,LIS,409,Storytelling,LEA,N/A
45239,LIS,409,Storytelling,LEB,N/A
55676,LIS,418,Community Engagement,AU,N/A
55660,LIS,418,Community Engagement,LE,N/A
58790,LIS,445,Info Books & Resources Youth,AG,N/A
64027,LIS,445,Info Books & Resources Youth,LE,N/A
40990,LIS,451,Intro to Network Systems,LE,N/A
49142,LIS,452,Foundations Info Proc in LIS,LE,N/A
41010,LIS,458,Instruction and Assistance Sys,LE,3.83
53392,LIS,490,Introduction to Databases,DBL,N/A
64000,LIS,490,Global Health Informatics,GHG,N/A
64291,LIS,490,Information Assurance,IA4,N/A
44551,LIS,490,Museum Informatics,MUG,N/A
53396,LIS,490,Museum Informatics,MUL,N/A
55515,LIS,490,Intro to Technology in LIS,TEG,N/A
55661,LIS,490,Intro to Technology in LIS,TEL,N/A
59093,LIS,501,Info Org and Access,LE,N/A
62634,LIS,501,Info Org and Access,LEB,3.95
48834,LIS,502,Libraries Info and Society,A,3.78
48835,LIS,502,Libraries Info and Society,B,N/A
48836,LIS,502,Libraries Info and Society,C,N/A
49483,LIS,502,Libraries Info and Society,D,3.55
53982,LIS,502,Libraries Info and Society,F,3.65
64538,LIS,502,Libraries Info and Society,LA1,3.53
59527,LIS,502,Libraries Info and Society,LE,3.42
44754,LIS,503,Use and Users of Info,LE,N/A
36715,LIS,504,Reference and Info Services,A,N/A
41020,LIS,504,Reference and Info Services,LEA,N/A
45078,LIS,504,Reference and Info Services,LEB,N/A
36721,LIS,505,Adm Mgt of Libs Info Centers,A,N/A
41031,LIS,505,Adm Mgt of Libs Info Centers,LE,3.91
41038,LIS,507,Intr to Bibliographic Metadata,LEA,N/A
49145,LIS,507,Intr to Bibliographic Metadata,LEB,N/A
59091,LIS,508,Collection Development,LEA,N/A
59092,LIS,508,Collection Development,LEB,3.91
62527,LIS,514,History of Children's Lit,LE,3.88
58788,LIS,515,Media Literacy for Youth,A,N/A
59094,LIS,515,Media Literacy for Youth,LE,3.9
59095,LIS,516,School Library Media Center,LE,N/A
60635,LIS,518,Community Informatics,LE,N/A
41044,LIS,524,Info Sources and Svcs Arts Hum,LE,N/A
41046,LIS,525,Government Information,LE,N/A
41051,LIS,526,Searching Online Info Systems,LE,N/A
58785,LIS,528,Adult Popular Literature,A,N/A
49146,LIS,530,Music Libnship & Bibliography,ALE,N/A
64030,LIS,531,Foundations of Data Curation,LE,N/A
63691,LIS,542,"Data, Stat, Info",A,N/A
63679,LIS,543,Sociotechnical Info Sys,A,N/A
64161,LIS,545,Social Just Info Professions,LE,3.75
36864,LIS,548,Library Buildings,A,N/A
59098,LIS,562,Metadata in Theory & Practice,LE,3.57
63693,LIS,567,Academic Librarianship,A,N/A
61584,LIS,567,Academic Librarianship,LE,3.77
60637,LIS,568,Theological Librarianship,LE,N/A
41056,LIS,577,Advnced Bibliographic Metadata,LE,N/A
62450,LIS,580,Rare Book and Spec Colls,A,3.74
59105,LIS,580,Rare Book and Spec Colls,LE,3.42
59102,LIS,581,Adm and Use Archival Materials,LE,N/A
46971,LIS,582,Preserving Info Resources,LE,N/A
55502,LIS,586,Digital Preservation,A,3.71
55868,LIS,586,Digital Preservation,LE,N/A
58784,LIS,588,Research Design in LIS,A,N/A
64452,LIS,590,Applied Business Research II,ABR,N/A
64141,LIS,590,Socio-Technical Futures,AQ,N/A
53397,LIS,590,"Bookbinding: Hist, Princ, Prac",BBL,N/A
36875,LIS,590,Rare Book Cataloging,BC,N/A
49148,LIS,590,Community Archives,CAL,3.82
64089,LIS,590,Collections,CF,N/A
55836,LIS,590,Comics: Advising Readers,CRL,N/A
64324,LIS,590,Data Cleaning,DC1,N/A
51305,LIS,590,Data Cleaning,DCL,N/A
46994,LIS,590,Genealogy and Library Service,GEL,N/A
60666,LIS,590,History of the Book,HBL,N/A
36881,LIS,590,Information Consulting,IC,N/A
53399,LIS,590,Information Consulting,ICL,N/A
22009,LIS,590,Information Policy,IP,N/A
57587,LIS,590,Information Services Marketing,ISO,N/A
60644,LIS,590,Project Management for LIS,MGL,N/A
22001,LIS,590,Medieval Manuscripts,MM,N/A
48985,LIS,590,Ontology Development,OD,N/A
63675,LIS,590,Qualitative Methods Research,QM,N/A
63666,LIS,590,Renaissance of the Bible,RB,N/A
46743,LIS,590,Represent & Organiz Info Res,RO,N/A
36885,LIS,590,Scientific Data Policy Seminar,SDP,N/A
64081,LIS,590,Social Computing,SF,N/A
44503,LIS,590,Social Analysis of ICTs,SI,N/A
55671,LIS,590,Collection Dev for Spec Coll,SPL,N/A
22003,LIS,590,Text Mining,TX,N/A
51315,LIS,590,Text Mining,TXL,N/A
53845,LIS,590,Copyright for Information Prof,X65,N/A
49430,LIS,590,Leadership,X66,N/A
36897,LLS,100,Intro Latina/Latino Studies,AD1,3.82
36898,LLS,100,Intro Latina/Latino Studies,AD2,3.73
36899,LLS,100,Intro Latina/Latino Studies,AD3,3.76
63775,LLS,230,Latina/o Genders & Sexualities,A,3.53
60382,LLS,265,Politics of Hip Hop,A,3.42
43957,LLS,279,Mexican-American History,AD1,3.85
43958,LLS,279,Mexican-American History,AD2,3.49
58349,LLS,296,Race and Criminalization,LC,N/A
54576,LLS,296,Creative Writ Marginal People,WC,N/A
36903,LLS,360,Contemporary US Latina/o Lit,A,N/A
63797,LLS,370,Latina/o Ethnography,A,N/A
46461,LLS,379,Latina/os and the City,A,N/A
58951,LLS,382,Race and Migration in Chicago,A,3.36
62053,LLS,396,Latino/as and Public Policy,DG,N/A
40507,LLS,435,Commodifying Difference,U,N/A
63857,LLS,458,Latina/o Performance,G,N/A
48485,LLS,465,"Race, Sex, and Deviance",U,N/A
54802,LLS,473,"Immigration, Health & Society",G,N/A
64341,LLS,496,Junot Diaz,2U,N/A
63467,MACS,100,Intro to Popular TV & Movies,AD3,3.65
63468,MACS,100,Intro to Popular TV & Movies,AD4,3.54
63469,MACS,100,Intro to Popular TV & Movies,AD5,3.41
63470,MACS,100,Intro to Popular TV & Movies,AD6,3.5
63471,MACS,100,Intro to Popular TV & Movies,AD7,3.76
63472,MACS,100,Intro to Popular TV & Movies,AD8,3.62
63473,MACS,100,Intro to Popular TV & Movies,AD9,3.51
63474,MACS,100,Intro to Popular TV & Movies,ADA,3.59
63833,MACS,100,Intro to Popular TV & Movies,ADB,3.63
63834,MACS,100,Intro to Popular TV & Movies,ADC,3.49
63835,MACS,100,Intro to Popular TV & Movies,ADD,3.69
63836,MACS,100,Intro to Popular TV & Movies,ADE,3.79
63837,MACS,100,Intro to Popular TV & Movies,ADF,3.5
63838,MACS,100,Intro to Popular TV & Movies,ADG,3.31
57016,MACS,101,Intro to the Media,A,3.61
64654,MACS,101,Intro to the Media,A2,3.44
57018,MACS,101,Intro to the Media,B,3.59
57024,MACS,101,Intro to the Media,G,N/A
57025,MACS,101,Intro to the Media,H,3.78
63475,MACS,101,Intro to the Media,J,3.74
63477,MACS,101,Intro to the Media,L,N/A
57178,MACS,199,World of the Black Sit-Com,TS,N/A
64404,MACS,224,Sportsmedia Technology Culture,A,3.44
61760,MACS,262,Survey of World Cinema II,A,3.03
57030,MACS,264,Creative and Info Economies,E,3.13
58148,MACS,295,Entertainment Industry Studies,E,3.04
57032,MACS,320,Popular Culture,H,3.06
64718,MACS,320,Popular Culture,H2,2.28
57049,MACS,326,"New Media, Culture & Society",B,3.57
57061,MACS,351,Social Aspects of Media,A,3.14
57063,MACS,356,Sex & Gender in Popular Media,B,3.92
57074,MACS,389,International Communications,A,N/A
59888,MACS,395,Introduction to Digital Video,P,3.8
57068,MACS,464,Film Festivals,F,2.63
63700,MACS,496,American Movies of the 1980's,AM,N/A
60448,MACS,503,Historiography of Cinema,T,N/A
57072,MACS,504,Theories of Cinema,A,N/A
37825,MATH,103,Theory of Arithmetic,AL1,2.91
62418,MATH,112,Algebra,B1,N/A
46408,MATH,115,Preparation for Calculus,E1,2.32
51554,MATH,115,Preparation for Calculus,X1,N/A
37513,MATH,117,Elementary Mathematics,AL1,3.82
37521,MATH,119,Ideas in Geometry,S1,3.44
57923,MATH,124,Finite Mathematics,L1,3.42
51237,MATH,124,Finite Mathematics,M1,N/A
41627,MATH,124,Finite Mathematics,N1,3.41
56030,MATH,124,Finite Mathematics,P1,3.42
37553,MATH,124,Finite Mathematics,Q1,3.09
37556,MATH,124,Finite Mathematics,R1,2.72
56031,MATH,124,Finite Mathematics,S1,3.02
57924,MATH,124,Finite Mathematics,T1,3.17
47120,MATH,181,A Mathematical World,D2,N/A
46845,MATH,181,A Mathematical World,F1,3.03
46559,MATH,199,Undergraduate Open Seminar,CHP,N/A
49060,MATH,199,Undergraduate Open Seminar,FTM,N/A
53557,MATH,199,Undergraduate Open Seminar,JMD,N/A
48356,MATH,199,Undergraduate Open Seminar,JMM,N/A
37826,MATH,210,Theory of Interest,P1,2.8
37828,MATH,213,Basic Discrete Mathematics,B1,N/A
37829,MATH,213,Basic Discrete Mathematics,X1,3.07
58600,MATH,220,Calculus,AL1,2.41
48791,MATH,220,Calculus,AL3,2.08
63373,MATH,220,Calculus,XL1,2.64
37833,MATH,225,Introductory Matrix Theory,P1,3.49
37841,MATH,225,Introductory Matrix Theory,S1,2.87
46026,MATH,231,Calculus II,AL1,2.71
46038,MATH,231,Calculus II,BL1,2.6
46046,MATH,231,Calculus II,CL1,2.55
46047,MATH,231,Calculus II,D1H,3.73
51775,MATH,231,Calculus II,DL1,2.74
49489,MATH,231,Calculus II,EL1,2.49
46049,MATH,231,Calculus II,U1,3.13
37791,MATH,234,Calculus for Business I,AL1,2.62
54395,MATH,234,Calculus for Business I,BL1,2.67
37792,MATH,234,Calculus for Business I,CL1,2.58
37793,MATH,234,Calculus for Business I,DL1,2.61
46060,MATH,241,Calculus III,AL1,2.78
46067,MATH,241,Calculus III,AL2,2.74
55921,MATH,241,Calculus III,BL1,2.65
46074,MATH,241,Calculus III,BL2,2.56
46068,MATH,241,Calculus III,C1H,N/A
